"","y.first","z.first","pts","days","psi","p","phi","g","yrs","nsim"
"219",8,1,30,15,0.3,0.08,0.85,0,12,500
"220",8,1,60,15,0.3,0.08,0.85,0,12,500
"221",8,1,90,15,0.3,0.08,0.85,0,12,500
"222",9,1,120,15,0.3,0.08,0.85,0,12,500
"223",6,5,10,30,0.3,0.08,0.85,0,12,500
"224",7,2,20,30,0.3,0.08,0.85,0,12,500
"225",7,2,30,30,0.3,0.08,0.85,0,12,500
"226",8,1,60,30,0.3,0.08,0.85,0,12,500
"227",8,1,90,30,0.3,0.08,0.85,0,12,500
"228",8,1,120,30,0.3,0.08,0.85,0,12,500
"229",6,6,10,45,0.3,0.08,0.85,0,12,500
"230",7,3,20,45,0.3,0.08,0.85,0,12,500
"231",8,2,30,45,0.3,0.08,0.85,0,12,500
"232",8,1,60,45,0.3,0.08,0.85,0,12,500
"233",8,1,90,45,0.3,0.08,0.85,0,12,500
"234",8,1,120,45,0.3,0.08,0.85,0,12,500
"235",7,7,10,60,0.3,0.08,0.85,0,12,500
"236",7,3,20,60,0.3,0.08,0.85,0,12,500
"237",8,2,30,60,0.3,0.08,0.85,0,12,500
"238",8,1,60,60,0.3,0.08,0.85,0,12,500
"239",8,1,90,60,0.3,0.08,0.85,0,12,500
"240",9,1,120,60,0.3,0.08,0.85,0,12,500
"241",6,6,10,15,0.3,0.2,0.85,0,12,500
"242",7,3,20,15,0.3,0.2,0.85,0,12,500
"243",7,2,30,15,0.3,0.2,0.85,0,12,500
"244",8,1,60,15,0.3,0.2,0.85,0,12,500
"245",8,1,90,15,0.3,0.2,0.85,0,12,500
"246",8,1,120,15,0.3,0.2,0.85,0,12,500
"247",6,8,10,30,0.3,0.2,0.85,0,12,500
"248",7,3,20,30,0.3,0.2,0.85,0,12,500
"249",8,2,30,30,0.3,0.2,0.85,0,12,500
"250",8,1,60,30,0.3,0.2,0.85,0,12,500
"251",8,1,90,30,0.3,0.2,0.85,0,12,500
"252",9,1,120,30,0.3,0.2,0.85,0,12,500
"253",7,7,10,45,0.3,0.2,0.85,0,12,500
"254",8,3,20,45,0.3,0.2,0.85,0,12,500
"255",8,2,30,45,0.3,0.2,0.85,0,12,500
"256",8,1,60,45,0.3,0.2,0.85,0,12,500
"257",8,1,90,45,0.3,0.2,0.85,0,12,500
"258",9,1,120,45,0.3,0.2,0.85,0,12,500
"259",7,7,10,60,0.3,0.2,0.85,0,12,500
"260",8,3,20,60,0.3,0.2,0.85,0,12,500
"261",8,2,30,60,0.3,0.2,0.85,0,12,500
"262",8,1,60,60,0.3,0.2,0.85,0,12,500
"263",8,1,90,60,0.3,0.2,0.85,0,12,500
"264",9,1,120,60,0.3,0.2,0.85,0,12,500
"265",6,7,10,15,0.3,0.5,0.85,0,12,500
"266",8,3,20,15,0.3,0.5,0.85,0,12,500
"267",8,2,30,15,0.3,0.5,0.85,0,12,500
"268",8,1,60,15,0.3,0.5,0.85,0,12,500
"269",8,1,90,15,0.3,0.5,0.85,0,12,500
"270",9,1,120,15,0.3,0.5,0.85,0,12,500
"271",6,8,10,30,0.3,0.5,0.85,0,12,500
"272",7,3,20,30,0.3,0.5,0.85,0,12,500
"273",8,2,30,30,0.3,0.5,0.85,0,12,500
"274",8,1,60,30,0.3,0.5,0.85,0,12,500
"275",8,1,90,30,0.3,0.5,0.85,0,12,500
"276",9,1,120,30,0.3,0.5,0.85,0,12,500
"277",7,7,10,45,0.3,0.5,0.85,0,12,500
"278",8,3,20,45,0.3,0.5,0.85,0,12,500
"279",8,2,30,45,0.3,0.5,0.85,0,12,500
"280",8,1,60,45,0.3,0.5,0.85,0,12,500
"281",8,1,90,45,0.3,0.5,0.85,0,12,500
"282",9,1,120,45,0.3,0.5,0.85,0,12,500
"283",7,7,10,60,0.3,0.5,0.85,0,12,500
"284",8,3,20,60,0.3,0.5,0.85,0,12,500
"285",8,2,30,60,0.3,0.5,0.85,0,12,500
"286",8,1,60,60,0.3,0.5,0.85,0,12,500
"287",8,1,90,60,0.3,0.5,0.85,0,12,500
"288",9,1,120,60,0.3,0.5,0.85,0,12,500
